Atomic Size Difference,V,Pauli Electronegativity Difference,VEC,Mixing Entropy,Hardness
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.632
0.022984477,12.2044539,1.95,5.625,10.08550264,8.931
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.326
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.959
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.585666667
0.022984477,12.2044539,1.95,5.625,10.08550264,9.144333333
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.591666667
0.020473562,12.00899343,2.0575,5.75,10.08550264,10.15133333
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.137666667
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.143
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.370666667
0.022984477,12.2044539,1.95,5.625,10.08550264,8.520666667
0.022984477,12.2044539,1.95,5.625,10.08550264,8.803333333
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.347
0.022984477,12.2044539,1.95,5.625,10.08550264,8.717666667
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.618666667
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.360333333
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.692333333
0.0206771,11.97798539,2.0325,5.75,8.92592884,10.053
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.689333333
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.944333333
0.022984477,12.2044539,1.95,5.625,10.08550264,9.245666667
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.079333333
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.198333333
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.98
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.768333333
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.842666667
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.970333333
0.023465044,12.43092242,1.88,5.5,10.98247303,6.966333333
0.022592736,12.23546195,1.9875,5.625,10.98247303,8.209666667
0.022592736,12.23546195,1.9875,5.625,10.98247303,9.589666667
0.023465044,12.43092242,1.88,5.5,10.98247303,7.499333333
0.023465044,12.43092242,1.88,5.5,10.98247303,6.756333333
0.022592736,12.23546195,1.9875,5.625,10.98247303,8.307
0.023465044,12.43092242,1.88,5.5,10.98247303,7.453
0.023465044,12.43092242,1.88,5.5,10.98247303,6.901666667
0.022592736,12.23546195,1.9875,5.625,10.98247303,8.344
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.017333333
0.022706737,12.23546195,1.975,5.625,10.98247303,8.496
0.022592736,12.23546195,1.9875,5.625,10.98247303,9.358666667
0.022706737,12.23546195,1.975,5.625,10.98247303,9.398
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.672333333
0.022706737,12.23546195,1.975,5.625,10.98247303,8.73
0.022706737,12.23546195,1.975,5.625,10.98247303,8.687
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.007
0.022706737,12.23546195,1.975,5.625,10.98247303,10.05633333
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.39833333
0.020261809,12.04000148,2.0825,5.75,10.43865732,11.00066667
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.959666667
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.269333333
0.022706737,12.23546195,1.975,5.625,10.98247303,8.532666667
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.197666667
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.012
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.882666667
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.113
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.479
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.307
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.295666667
0.022436869,12.65739093,1.81,5.375,10.98247303,5.486
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.232666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,7.754666667
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.305666667
0.022436869,12.65739093,1.81,5.375,10.98247303,5.568
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.635
0.022436869,12.65739093,1.81,5.375,10.98247303,5.500666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.866
0.022436869,12.65739093,1.81,5.375,10.98247303,6.169333333
0.022436869,12.65739093,1.81,5.375,10.98247303,6.169666667
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.905
0.022436869,12.65739093,1.81,5.375,10.98247303,6.028666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.928
0.023016961,12.46193046,1.9175,5.5,10.98247303,8.375
0.023104619,12.46193046,1.905,5.5,11.52628874,8.584333333
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.587666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.967666667
0.022306204,12.26646999,2.0125,5.625,10.98247303,8.097333333
0.023104619,12.46193046,1.905,5.5,11.52628874,9.293666667
0.022306204,12.26646999,2.0125,5.625,10.98247303,9.649333333
0.022306204,12.26646999,2.0125,5.625,10.98247303,10.14233333
0.02250373,12.65739093,1.7975,5.375,10.98247303,6.069666667
0.02250373,12.65739093,1.7975,5.375,10.98247303,5.923
0.02250373,12.65739093,1.7975,5.375,10.98247303,6.222
0.022306204,12.26646999,2.0125,5.625,10.98247303,8.597333333
0.02250373,12.65739093,1.7975,5.375,10.98247303,6.591333333
0.02250373,12.65739093,1.7975,5.375,10.98247303,6.476333333
0.02319157,12.46193046,1.8925,5.5,10.98247303,7.815333333
0.02319157,12.46193046,1.8925,5.5,10.98247303,9.467333333
0.022306204,12.26646999,2.0125,5.625,10.98247303,8.313
0.02319157,12.46193046,1.8925,5.5,10.98247303,7.339333333
0.02319157,12.46193046,1.8925,5.5,10.98247303,7.553
0.022306204,12.26646999,2.0125,5.625,10.98247303,9.541666667
0.022420186,12.26646999,2,5.625,10.98247303,9.511
0.022420186,12.26646999,2,5.625,10.98247303,10.151
0.02319157,12.46193046,1.8925,5.5,10.98247303,8.117
0.022420186,12.26646999,2,5.625,10.98247303,8.714333333
0.022420186,12.26646999,2,5.625,10.98247303,9.833333333
0.020041595,12.07100952,2.1075,5.75,10.08550264,10.52033333
0.022420186,12.26646999,2,5.625,10.98247303,10.18166667
0.020041595,12.07100952,2.1075,5.75,10.08550264,10.95266667
0.020041595,12.07100952,2.1075,5.75,10.08550264,11.47133333
0.020041595,12.07100952,2.1075,5.75,10.08550264,11.24166667
0.022570018,12.65739093,1.785,5.375,10.08550264,7.316666667
0.022570018,12.65739093,1.785,5.375,10.08550264,6.457
0.022570018,12.65739093,1.785,5.375,10.08550264,6.427666667
0.022570018,12.65739093,1.785,5.375,10.08550264,6.660333333
0.020041595,12.07100952,2.1075,5.75,10.08550264,10.74933333
0.022570018,12.65739093,1.785,5.375,10.08550264,6.991666667
0.022570018,12.65739093,1.785,5.375,10.08550264,6.452
0.020041595,12.07100952,2.1075,5.75,10.08550264,10.556
0.019676139,12.88385944,1.7525,5.25,8.92592884,3.653666667
0.019676139,12.88385944,1.7525,5.25,8.92592884,3.736333333
0.019726222,12.88385944,1.74,5.25,10.08550264,3.434
0.019676139,12.88385944,1.7525,5.25,8.92592884,3.827666667
0.019726222,12.88385944,1.74,5.25,10.08550264,3.704
0.021902506,12.68839897,1.8475,5.375,10.08550264,4.22
0.019676139,12.88385944,1.7525,5.25,8.92592884,4.776333333
0.019676139,12.88385944,1.7525,5.25,8.92592884,4.602
0.019726222,12.88385944,1.74,5.25,10.08550264,4.756333333
0.021902506,12.68839897,1.8475,5.375,10.08550264,4.029333333
0.021902506,12.68839897,1.8475,5.375,10.08550264,4.249333333
0.019676139,12.88385944,1.7525,5.25,8.92592884,4.273666667
0.019726222,12.88385944,1.74,5.25,10.08550264,4.342
0.019726222,12.88385944,1.74,5.25,10.08550264,4.721666667
0.021902506,12.68839897,1.8475,5.375,10.08550264,5.019
0.019726222,12.88385944,1.74,5.25,10.08550264,4.296333333
0.019775764,12.88385944,1.7275,5.25,10.43865732,4.419333333
0.019775764,12.88385944,1.7275,5.25,10.43865732,4.352666667
0.021902506,12.68839897,1.8475,5.375,10.08550264,4.847666667
0.019775764,12.88385944,1.7275,5.25,10.43865732,4.75
0.021902506,12.68839897,1.8475,5.375,10.08550264,4.460666667
0.021969972,12.68839897,1.835,5.375,10.98247303,4.685
0.019775764,12.88385944,1.7275,5.25,10.43865732,5.538666667
0.021969972,12.68839897,1.835,5.375,10.98247303,5.449
0.021969972,12.68839897,1.835,5.375,10.98247303,5.902
0.022645694,12.4929385,1.9425,5.5,10.43865732,6.279
0.021969972,12.68839897,1.835,5.375,10.98247303,6.615666667
0.022645694,12.4929385,1.9425,5.5,10.43865732,7.916333333
0.022645694,12.4929385,1.9425,5.5,10.43865732,6.604666667
0.019775764,12.88385944,1.7275,5.25,10.43865732,5.367666667
0.019775764,12.88385944,1.7275,5.25,10.43865732,5.340666667
0.021969972,12.68839897,1.835,5.375,10.98247303,5.836666667
0.022645694,12.4929385,1.9425,5.5,10.43865732,6.817
0.022036848,12.68839897,1.8225,5.375,10.98247303,6.839333333
0.01982477,12.88385944,1.715,5.25,10.08550264,5.293333333
0.022036848,12.68839897,1.8225,5.375,10.98247303,6.354
0.022036848,12.68839897,1.8225,5.375,10.98247303,6.240333333
0.022733379,12.4929385,1.93,5.5,10.98247303,7.101666667
0.022645694,12.4929385,1.9425,5.5,10.43865732,7.122
0.01982477,12.88385944,1.715,5.25,10.08550264,5.378666667
0.022036848,12.68839897,1.8225,5.375,10.98247303,6.296333333
0.022036848,12.68839897,1.8225,5.375,10.98247303,6.324
0.022733379,12.4929385,1.93,5.5,10.98247303,7.137333333
0.022645694,12.4929385,1.9425,5.5,10.43865732,8.542
0.022036848,12.68839897,1.8225,5.375,10.98247303,7.25
0.022733379,12.4929385,1.93,5.5,10.98247303,8.575666667
0.022733379,12.4929385,1.93,5.5,10.98247303,7.051
0.022010482,12.29747803,2.0375,5.625,10.08550264,8.750666667
0.01982477,12.88385944,1.715,5.25,10.08550264,5.66
0.022733379,12.4929385,1.93,5.5,10.98247303,7.629333333
0.022733379,12.4929385,1.93,5.5,10.98247303,7.584666667
0.022010482,12.29747803,2.0375,5.625,10.08550264,8.38
0.022010482,12.29747803,2.0375,5.625,10.08550264,9.779666667
0.022010482,12.29747803,2.0375,5.625,10.08550264,10.19166667
0.022010482,12.29747803,2.0375,5.625,10.08550264,8.644333333
0.01982477,12.88385944,1.715,5.25,10.08550264,5.641
0.01982477,12.88385944,1.715,5.25,10.08550264,5.390333333
0.01982477,12.88385944,1.715,5.25,10.08550264,5.279
0.022010482,12.29747803,2.0375,5.625,10.08550264,8.850666667
0.022103141,12.68839897,1.81,5.375,10.08550264,7.621333333
0.022103141,12.68839897,1.81,5.375,10.08550264,7.231333333
0.022103141,12.68839897,1.81,5.375,10.08550264,7.127333333
0.019873245,12.88385944,1.7025,5.25,8.92592884,5.300333333
0.022103141,12.68839897,1.81,5.375,10.08550264,6.933
0.022103141,12.68839897,1.81,5.375,10.08550264,6.985
0.022820345,12.4929385,1.9175,5.5,10.43865732,7.947
0.022103141,12.68839897,1.81,5.375,10.08550264,7.793
0.022820345,12.4929385,1.9175,5.5,10.43865732,9.461666667
0.022820345,12.4929385,1.9175,5.5,10.43865732,7.756333333
0.022124495,12.29747803,2.025,5.625,10.08550264,9.277666667
0.019873245,12.88385944,1.7025,5.25,8.92592884,5.440666667
0.022820345,12.4929385,1.9175,5.5,10.43865732,7.561333333
0.022820345,12.4929385,1.9175,5.5,10.43865732,7.688
0.022820345,12.4929385,1.9175,5.5,10.43865732,7.484666667
0.022124495,12.29747803,2.025,5.625,10.08550264,8.693666667
0.022124495,12.29747803,2.025,5.625,10.08550264,9.844
0.022124495,12.29747803,2.025,5.625,10.08550264,10.23433333
0.022124495,12.29747803,2.025,5.625,10.08550264,8.893666667
0.019873245,12.88385944,1.7025,5.25,8.92592884,5.893
0.022124495,12.29747803,2.025,5.625,10.08550264,8.792666667
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.24733333
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.53233333
0.019812651,12.10201756,2.1325,5.75,8.92592884,12.06433333
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.91133333
0.019812651,12.10201756,2.1325,5.75,8.92592884,10.966
0.019873245,12.88385944,1.7025,5.25,8.92592884,6.074
0.019873245,12.88385944,1.7025,5.25,8.92592884,5.598333333
0.019873245,12.88385944,1.7025,5.25,8.92592884,5.221666667
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.42566667
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.52766667
0.019812651,12.10201756,2.1325,5.75,8.92592884,12.00266667
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.811
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.39766667
0.019812651,12.10201756,2.1325,5.75,8.92592884,10.90233333
0.019812651,12.10201756,2.1325,5.75,8.92592884,11.50733333
