Atomic Size Difference,V,Pauli Electronegativity Difference,VEC,Mixing Entropy,Hardness
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,3.953
0.027651076,12.30285023,1.954285714,5.428571429,12.88596636,6.663
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,5.138
0.027651076,12.30285023,1.954285714,5.428571429,12.88596636,7.314666667
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,5.558333333
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,3.057666667
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,2.664666667
0.026864542,12.52623363,1.845714286,5.285714286,12.88596636,5.112
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,4.778
0.023961814,12.78505478,1.751428571,5.142857143,12.88596636,4.809
0.027651076,12.30285023,1.954285714,5.428571429,12.88596636,6.769666667
0.027651076,12.30285023,1.954285714,5.428571429,12.88596636,5.984333333
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,3.517666667
0.023961814,12.78505478,1.751428571,5.142857143,12.88596636,3.558
0.026924359,12.52623363,1.831428571,5.285714286,12.88596636,4.877
0.024000152,12.78505478,1.737142857,5.142857143,12.26446269,5.312
0.02642992,12.74652569,1.742857143,5,12.88596636,4.487333333
0.024000152,12.78505478,1.737142857,5.142857143,12.26446269,4.268
0.02642992,12.74652569,1.742857143,5,12.88596636,2.873333333
0.023961814,12.78505478,1.751428571,5.142857143,12.88596636,3.009333333
0.02642992,12.74652569,1.742857143,5,12.88596636,2.669666667
0.026463714,12.56167139,1.86,5.285714286,12.88596636,6.227
0.027292978,12.338288,1.982857143,5.428571429,12.26446269,7.619333333
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,2.929333333
0.023961814,12.78505478,1.751428571,5.142857143,12.88596636,3.600666667
0.026408071,12.74652569,1.757142857,5,12.88596636,4.035333333
0.026404371,12.56167139,1.874285714,5.285714286,12.88596636,5.176666667
0.026404371,12.56167139,1.874285714,5.285714286,12.88596636,4.568666667
0.026463714,12.56167139,1.86,5.285714286,12.88596636,4.765666667
0.027651076,12.30285023,1.954285714,5.428571429,12.88596636,6.392333333
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,5.305666667
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,5.088666667
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,4.953333333
0.026408071,12.74652569,1.757142857,5,12.88596636,3.704
0.023922973,12.78505478,1.765714286,5.142857143,12.26446269,3.881
0.023961814,12.78505478,1.751428571,5.142857143,12.88596636,3.815333333
0.026864542,12.52623363,1.845714286,5.285714286,12.88596636,5.264666667
0.026924359,12.52623363,1.831428571,5.285714286,12.88596636,5.211
0.023961814,12.78505478,1.751428571,5.142857143,12.88596636,5.118333333
0.024000152,12.78505478,1.737142857,5.142857143,12.26446269,3.653
0.02642992,12.74652569,1.742857143,5,12.88596636,3.107333333
0.026463714,12.56167139,1.86,5.285714286,12.88596636,6.325666667
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,3.910666667
0.027292978,12.338288,1.982857143,5.428571429,12.26446269,7.827666667
0.026408071,12.74652569,1.757142857,5,12.88596636,2.623666667
0.029868848,12.48770454,1.837142857,5.142857143,12.88596636,5.168666667
0.026408071,12.74652569,1.757142857,5,12.88596636,4.719
0.029410106,12.5231423,1.865714286,5.142857143,12.88596636,5.95
0.025741247,12.62367798,1.79,5.25,12.42325912,5.478666667
0.027269787,12.39720946,1.8725,5.375,12.42325912,5.525
0.025693811,12.62367798,1.8025,5.25,12.96707483,3.913333333
0.025741247,12.62367798,1.79,5.25,12.42325912,4.306333333
0.025741247,12.62367798,1.79,5.25,12.42325912,5.299333333
0.028249883,12.58996502,1.795,5.125,12.96707483,3.380666667
0.026920545,12.42821751,1.8975,5.375,12.96707483,5.261
0.027269787,12.39720946,1.8725,5.375,12.42325912,7.979333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.64
0.025741247,12.62367798,1.79,5.25,12.42325912,4.967666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.685666667
0.025741247,12.62367798,1.79,5.25,12.42325912,4.797666667
0.026920545,12.42821751,1.8975,5.375,12.96707483,6.091666667
0.027205124,12.39720946,1.885,5.375,12.42325912,4.942666667
0.027205124,12.39720946,1.885,5.375,12.42325912,6.455
0.027269787,12.39720946,1.8725,5.375,12.42325912,6.571333333
0.030235965,12.36349651,1.8775,5.25,12.42325912,5.791
0.02719174,12.20174899,1.98,5.5,12.42325912,6.596333333
0.027205124,12.39720946,1.885,5.375,12.42325912,5.659666667
0.025645964,12.62367798,1.815,5.25,12.42325912,4.909666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.805666667
0.025645964,12.62367798,1.815,5.25,12.42325912,4.015333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.149666667
0.028216216,12.58996502,1.8075,5.125,12.96707483,3.908
0.026856212,12.42821751,1.91,5.375,12.96707483,5.353333333
0.027269787,12.39720946,1.8725,5.375,12.42325912,5.822666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,5.218333333
0.025741247,12.62367798,1.79,5.25,12.42325912,4.451333333
0.028249883,12.58996502,1.795,5.125,12.96707483,4.876666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.487
0.025741247,12.62367798,1.79,5.25,12.42325912,4.512
0.028249883,12.58996502,1.795,5.125,12.96707483,4.194666667
0.028216216,12.58996502,1.8075,5.125,12.96707483,2.718
0.028249883,12.58996502,1.795,5.125,12.96707483,3.349
0.028216216,12.58996502,1.8075,5.125,12.96707483,3.727666667
0.028249883,12.58996502,1.795,5.125,12.96707483,3.821333333
0.030266003,12.55625207,1.8,5,12.42325912,2.246
0.027269787,12.39720946,1.8725,5.375,12.42325912,6.564666667
0.030235965,12.36349651,1.8775,5.25,12.42325912,5.623333333
0.02719174,12.20174899,1.98,5.5,12.42325912,6.822
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.318666667
0.026856212,12.42821751,1.91,5.375,12.96707483,5.679333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.086666667
0.025741247,12.62367798,1.79,5.25,12.42325912,4.489333333
0.028249883,12.58996502,1.795,5.125,12.96707483,3.923333333
0.026920545,12.42821751,1.8975,5.375,12.96707483,5.549666667
0.028216216,12.58996502,1.8075,5.125,12.96707483,2.930333333
0.028249883,12.58996502,1.795,5.125,12.96707483,2.62
0.029887247,12.39450455,1.9025,5.25,12.96707483,4.551666667
0.026856212,12.42821751,1.91,5.375,12.96707483,6.456333333
0.026913049,12.23275704,2.005,5.5,12.42325912,6.815
0.027463301,12.17074095,1.955,5.5,11.52628874,8.656333333
0.027269787,12.39720946,1.8725,5.375,12.42325912,7.510666667
0.027205124,12.39720946,1.885,5.375,12.42325912,7.538666667
0.027269787,12.39720946,1.8725,5.375,12.42325912,7.449
0.02719174,12.20174899,1.98,5.5,12.42325912,8.713333333
0.02719174,12.20174899,1.98,5.5,12.42325912,8.829
0.025645964,12.62367798,1.815,5.25,12.42325912,6.1
0.025645964,12.62367798,1.815,5.25,12.42325912,4.035666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.121333333
0.026856212,12.42821751,1.91,5.375,12.96707483,5.988333333
0.026856212,12.42821751,1.91,5.375,12.96707483,6.391666667
0.027269787,12.39720946,1.8725,5.375,12.42325912,5.789666667
0.025741247,12.62367798,1.79,5.25,12.42325912,4.114
0.025741247,12.62367798,1.79,5.25,12.42325912,4.302666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.295666667
0.025741247,12.62367798,1.79,5.25,12.42325912,4.582
0.028249883,12.58996502,1.795,5.125,12.96707483,3.207666667
0.026920545,12.42821751,1.8975,5.375,12.96707483,6.292333333
0.027269787,12.39720946,1.8725,5.375,12.42325912,5.021
0.02719174,12.20174899,1.98,5.5,12.42325912,6.385333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.048333333
0.028216216,12.58996502,1.8075,5.125,12.96707483,3.912333333
0.026856212,12.42821751,1.91,5.375,12.96707483,5.389666667
0.025741247,12.62367798,1.79,5.25,12.42325912,4.150333333
0.028249883,12.58996502,1.795,5.125,12.96707483,4.027333333
0.026920545,12.42821751,1.8975,5.375,12.96707483,5.510666667
0.026856212,12.42821751,1.91,5.375,12.96707483,5.732333333
0.029887247,12.39450455,1.9025,5.25,12.96707483,5.587666667
0.029887247,12.39450455,1.9025,5.25,12.96707483,4.522666667
0.026913049,12.23275704,2.005,5.5,12.42325912,6.543
0.02719174,12.20174899,1.98,5.5,12.42325912,8.685
0.026856212,12.42821751,1.91,5.375,12.96707483,7.448333333
0.026920545,12.42821751,1.8975,5.375,12.96707483,7.138333333
0.026856212,12.42821751,1.91,5.375,12.96707483,7.644333333
0.026913049,12.23275704,2.005,5.5,12.42325912,8.55
0.026913049,12.23275704,2.005,5.5,12.42325912,8.905333333
0.027463301,12.17074095,1.955,5.5,11.52628874,8.018333333
0.027463301,12.17074095,1.955,5.5,11.52628874,8.171666667
0.027205124,12.39720946,1.885,5.375,12.42325912,5.707666667
0.027205124,12.39720946,1.885,5.375,12.42325912,6.086666667
0.027463301,12.17074095,1.955,5.5,11.52628874,6.487666667
0.027269787,12.39720946,1.8725,5.375,12.42325912,4.943666667
0.027463301,12.17074095,1.955,5.5,11.52628874,7.983
0.027205124,12.39720946,1.885,5.375,12.42325912,7.365666667
0.027269787,12.39720946,1.8725,5.375,12.42325912,7.677
0.030235965,12.36349651,1.8775,5.25,12.42325912,6.005333333
0.02719174,12.20174899,1.98,5.5,12.42325912,8.027333333
0.027205124,12.39720946,1.885,5.375,12.42325912,5.771333333
0.027205124,12.39720946,1.885,5.375,12.42325912,6.966333333
0.025645964,12.62367798,1.815,5.25,12.42325912,4.226333333
0.025645964,12.62367798,1.815,5.25,12.42325912,4.285666667
0.027205124,12.39720946,1.885,5.375,12.42325912,5.697
0.025645964,12.62367798,1.815,5.25,12.42325912,3.986333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.428666667
0.028216216,12.58996502,1.8075,5.125,12.96707483,4.113333333
0.025645964,12.62367798,1.815,5.25,12.42325912,4.256
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.344
0.028216216,12.58996502,1.8075,5.125,12.96707483,3.802
0.028216216,12.58996502,1.8075,5.125,12.96707483,4.443333333
0.027205124,12.39720946,1.885,5.375,12.42325912,6.757333333
0.025645964,12.62367798,1.815,5.25,12.42325912,3.807666667
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.097666667
0.028216216,12.58996502,1.8075,5.125,12.96707483,3.788333333
0.026856212,12.42821751,1.91,5.375,12.96707483,5.483333333
0.028216216,12.58996502,1.8075,5.125,12.96707483,3.499
0.027463301,12.17074095,1.955,5.5,11.52628874,6.679666667
0.027463301,12.17074095,1.955,5.5,11.52628874,6.274333333
0.027205124,12.39720946,1.885,5.375,12.42325912,5.279333333
0.027205124,12.39720946,1.885,5.375,12.42325912,6.766333333
0.027269787,12.39720946,1.8725,5.375,12.42325912,6.731666667
0.030235965,12.36349651,1.8775,5.25,12.42325912,6.142333333
0.02719174,12.20174899,1.98,5.5,12.42325912,6.433
0.027205124,12.39720946,1.885,5.375,12.42325912,5.682666667
0.025645964,12.62367798,1.815,5.25,12.42325912,4.461333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.684333333
0.028216216,12.58996502,1.8075,5.125,12.96707483,4.185
0.025645964,12.62367798,1.815,5.25,12.42325912,4.281333333
0.025693811,12.62367798,1.8025,5.25,12.96707483,4.339666667
0.022848101,12.60093433,1.828,5.4,9.756304285,4.493333333
0.023434032,12.31105464,1.9176,5.56,9.756304285,7.143666667
0.023072582,12.53838698,1.8624,5.44,9.756304285,5.248
0.023068495,12.24850729,1.952,5.6,9.756304285,7.708666667
0.022548908,12.41028037,1.9776,5.56,9.756304285,7.239666667
0.02266219,12.58799985,1.8624,5.44,9.756304285,3.766
0.022407501,12.33781045,2,5.6,9.756304285,7.848333333
0.018312468,12.96328395,1.696,5.2,9.756304285,2.743666667
0.018139053,12.97320653,1.688,5.2,9.756304285,3.491333333
0.022415824,12.58799985,1.9024,5.44,9.756304285,4.572
0.022407501,12.33781045,2,5.6,9.756304285,7.848333333
0.02266219,12.58799985,1.8624,5.44,9.756304285,3.785666667
0.018916907,11.93577053,2.1,5.8,9.756304285,10.34433333
0.023275786,12.24850729,1.928,5.6,9.756304285,7.534333333
0.023592589,12.31105464,1.8976,5.56,9.756304285,6.845
0.018859516,11.93577053,2.104,5.8,9.756304285,10.26633333
0.023072582,12.53838698,1.8624,5.44,9.756304285,5.246666667
0.023318911,12.53838698,1.8224,5.44,9.756304285,4.490333333
0.018676483,11.97546083,2.132,5.8,9.756304285,11.34833333
0.018619116,11.97546083,2.136,5.8,9.756304285,11.22533333
0.022762072,12.49914011,1.92,5.5,9.923720203,8.082
0.0187698,11.95561568,2.118,5.8,9.923720203,11.113
0.0187698,11.95561568,2.118,5.8,9.923720203,10.678
0.023430568,12.42472081,1.89,5.5,9.923720203,5.890333333
0.022762072,12.49914011,1.92,5.5,9.923720203,4.929
0.023104619,12.46193046,1.905,5.5,11.52628874,7.387333333
0.023104619,12.46193046,1.905,5.5,11.52628874,7.162666667
0.023104619,12.46193046,1.905,5.5,11.52628874,6.361333333
0.022986173,12.26835243,1.956,5.6,11.07634908,9.171333333
0.022986173,12.26835243,1.956,5.6,11.07634908,8.72
0.022986173,12.26835243,1.956,5.6,11.07634908,9.269333333
0.022473821,12.63070205,1.844,5.4,11.07634908,7.119666667
0.022586845,12.63070205,1.824,5.4,11.07634908,7.491333333
0.022473821,12.63070205,1.844,5.4,11.07634908,6.806333333
0.022473821,12.63070205,1.844,5.4,11.07634908,7.387666667
0.022586845,12.63070205,1.824,5.4,11.07634908,7.556
0.022586845,12.63070205,1.824,5.4,11.07634908,8.587333333
0.022586845,12.63070205,1.824,5.4,11.07634908,7.284666667
0.022503959,12.3179653,1.996,5.6,11.07634908,9.125
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,9.909
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,9.447
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,10.76733333
0.023404126,12.44125851,1.8800001,5.5,11.05541967,8.853666667
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,10.32133333
0.021530815,12.74322863,1.80333534,5.333339,10.33033481,3.296333333
0.021612404,12.74321532,1.78666714,5.333334,11.05541967,4.209333333
0.022799993,12.48260241,1.9299999,5.5,11.05541967,7.465666667
0.022916409,12.48260241,1.9133333,5.5,11.05541967,8.185
0.021604439,12.22200123,2.05666842,5.666672,10.33033481,10.42133333
0.021604439,12.22200123,2.05666842,5.666672,10.33033481,10.44133333
0.021604439,12.22200123,2.05666842,5.666672,10.33033481,11.20433333
0.023404126,12.44125851,1.8800001,5.5,11.05541967,7.866333333
0.021612404,12.74321532,1.78666714,5.333334,11.05541967,4.049333333
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,11.11566667
0.021612404,12.74321532,1.78666714,5.333334,11.05541967,4.185666667
0.022799993,12.48260241,1.9299999,5.5,11.05541967,6.035666667
0.022916409,12.48260241,1.9133333,5.5,11.05541967,8.985
0.021604439,12.22200123,2.05666842,5.666672,10.33033481,10.35466667
0.021612404,12.74321532,1.78666714,5.333334,11.05541967,3.626666667
0.021692968,12.74322863,1.77000204,5.333339,10.33033481,4.158666667
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,9.539666667
0.023404126,12.44125851,1.8800001,5.5,11.05541967,8.718666667
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,11.00633333
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,9.648
0.023404126,12.44125851,1.8800001,5.5,11.05541967,9.376666667
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,10.52966667
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,10.05366667
0.023404126,12.44125851,1.8800001,5.5,11.05541967,8.846333333
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,10.61766667
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,10.364
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,10.78166667
0.023287707,12.44125851,1.8966667,5.5,11.05541967,8.530333333
0.022304778,12.1393132,1.99000182,5.666672,10.33033481,9.222
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,10.00433333
0.021962347,12.1806456,2.02333286,5.666666,11.05541967,11.27033333
0.021530815,12.74322863,1.80333534,5.333339,10.33033481,2.811333333
0.021490548,12.04711985,2.01428586,5.714286,9.592736062,9.428333333
0.021490548,12.04711985,2.01428586,5.714286,9.592736062,9.360666667
0.023246841,12.30592925,1.93428378,5.571423,10.61784771,7.635666667
0.023246841,12.30592925,1.93428378,5.571423,10.61784771,7.597333333
0.023362845,12.30592925,1.91999808,5.571423,10.61784771,8.355333333
0.021231937,12.08254608,2.0428551,5.71428,10.61784771,9.512333333
0.023362845,12.30592925,1.91999808,5.571423,10.61784771,7.835
0.021231937,12.08254608,2.0428551,5.71428,10.61784771,9.93
0.023362845,12.30592925,1.91999808,5.571423,10.61784771,8.245666667
0.023246841,12.30592925,1.93428378,5.571423,10.61784771,7.278333333
0.022941454,12.56475015,1.85428386,5.428566,10.61784771,6.297333333
0.022941454,12.56475015,1.85428386,5.428566,10.61784771,5.621
0.022941454,12.56475015,1.85428386,5.428566,10.61784771,6.498
0.023027712,12.56475015,1.83999816,5.428566,11.23935075,6.538
0.022888686,12.34136698,1.96285518,5.571423,11.23935075,7.736
0.021490548,12.04711985,2.01428586,5.714286,9.592736062,9.636666667
0.023027712,12.56475015,1.83999816,5.428566,11.23935075,6.457333333
0.022888686,12.34136698,1.96285518,5.571423,11.23935075,8.127
0.023113163,12.56475015,1.82571246,5.428566,10.61784771,6.589333333
0.023113163,12.56475015,1.82571246,5.428566,10.61784771,6.004
0.023027712,12.56475015,1.83999816,5.428566,11.23935075,6.514333333
0.023004643,12.34136698,1.94856948,5.571423,11.23935075,7.876666667
0.020962417,12.11798381,2.0714265,5.71428,10.61784771,9.778666667
0.023004643,12.34136698,1.94856948,5.571423,11.23935075,8.529
0.020962417,12.11798381,2.0714265,5.71428,10.61784771,9.508333333
0.023004643,12.34136698,1.94856948,5.571423,11.23935075,7.593666667
0.020962417,12.11798381,2.0714265,5.71428,10.61784771,9.602333333
0.020572075,12.82358436,1.77428554,5.285714,9.592736062,2.945666667
0.02063469,12.82357105,1.75999824,5.285709,10.61784771,3.264
0.02063469,12.82357105,1.75999824,5.285709,10.61784771,3.425
0.022461848,12.60018788,1.88285526,5.428566,10.61784771,5.761
0.022548125,12.60018788,1.86856956,5.428566,11.23935075,5.567
0.022461848,12.60018788,1.88285526,5.428566,10.61784771,6.21
0.022461848,12.60018788,1.88285526,5.428566,10.61784771,5.533666667
0.02063469,12.82357105,1.75999824,5.285709,10.61784771,4.145
0.022548125,12.60018788,1.86856956,5.428566,11.23935075,6.021666667
0.022517965,12.37680471,1.99142658,5.571423,10.61784771,8.451333333
0.023113163,12.56475015,1.82571246,5.428566,10.61784771,5.676
0.020757747,12.82358436,1.73142834,5.285714,9.592736062,5.779333333
0.02263358,12.60018788,1.85428386,5.428566,10.61784771,5.46
0.02263358,12.60018788,1.85428386,5.428566,10.61784771,5.953666667
0.022548125,12.60018788,1.86856956,5.428566,11.23935075,5.687666667
0.022517965,12.37680471,1.99142658,5.571423,10.61784771,8.117
0.020681582,12.15343328,2.10000026,5.714286,9.592736062,10.08833333
0.022517965,12.37680471,1.99142658,5.571423,10.61784771,7.834666667
0.022633942,12.37680471,1.97714088,5.571423,10.61784771,8.093333333
0.022633942,12.37680471,1.97714088,5.571423,10.61784771,7.779666667
0.022633942,12.37680471,1.97714088,5.571423,10.61784771,8.314666667
0.020757747,12.82358436,1.73142834,5.285714,9.592736062,5.601
0.02263358,12.60018788,1.85428386,5.428566,10.61784771,6.153333333
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.138
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.444666667
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.632
0.022984477,12.2044539,1.95,5.625,10.08550264,8.931
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.326
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.959
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.585666667
0.022984477,12.2044539,1.95,5.625,10.08550264,9.144333333
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.591666667
0.020473562,12.00899343,2.0575,5.75,10.08550264,10.15133333
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.137666667
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.143
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.370666667
0.022984477,12.2044539,1.95,5.625,10.08550264,8.520666667
0.022984477,12.2044539,1.95,5.625,10.08550264,8.803333333
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.347
0.022984477,12.2044539,1.95,5.625,10.08550264,8.717666667
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.618666667
0.020473562,12.00899343,2.0575,5.75,10.08550264,9.360333333
0.0206771,11.97798539,2.0325,5.75,8.92592884,9.692333333
0.0206771,11.97798539,2.0325,5.75,8.92592884,10.053
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.689333333
0.022870411,12.2044539,1.9625,5.625,10.08550264,8.944333333
0.022984477,12.2044539,1.95,5.625,10.08550264,9.245666667
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.079333333
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.198333333
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.98
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.768333333
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.842666667
0.023377368,12.43092242,1.8925,5.5,10.43865732,6.970333333
0.023465044,12.43092242,1.88,5.5,10.98247303,6.966333333
0.022592736,12.23546195,1.9875,5.625,10.98247303,8.209666667
0.022592736,12.23546195,1.9875,5.625,10.98247303,9.589666667
0.023465044,12.43092242,1.88,5.5,10.98247303,7.499333333
0.023465044,12.43092242,1.88,5.5,10.98247303,6.756333333
0.022592736,12.23546195,1.9875,5.625,10.98247303,8.307
0.023465044,12.43092242,1.88,5.5,10.98247303,7.453
0.023465044,12.43092242,1.88,5.5,10.98247303,6.901666667
0.022592736,12.23546195,1.9875,5.625,10.98247303,8.344
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.017333333
0.022706737,12.23546195,1.975,5.625,10.98247303,8.496
0.022592736,12.23546195,1.9875,5.625,10.98247303,9.358666667
0.022706737,12.23546195,1.975,5.625,10.98247303,9.398
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.672333333
0.022706737,12.23546195,1.975,5.625,10.98247303,8.73
0.022706737,12.23546195,1.975,5.625,10.98247303,8.687
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.007
0.022706737,12.23546195,1.975,5.625,10.98247303,10.05633333
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.39833333
0.020261809,12.04000148,2.0825,5.75,10.43865732,11.00066667
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.959666667
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.269333333
0.022706737,12.23546195,1.975,5.625,10.98247303,8.532666667
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.197666667
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.012
0.023552022,12.43092242,1.8675,5.5,10.43865732,7.882666667
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.113
0.020261809,12.04000148,2.0825,5.75,10.43865732,10.479
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.307
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.295666667
0.022436869,12.65739093,1.81,5.375,10.98247303,5.486
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.232666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,7.754666667
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.305666667
0.022436869,12.65739093,1.81,5.375,10.98247303,5.568
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.635
0.022436869,12.65739093,1.81,5.375,10.98247303,5.500666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.866
0.022436869,12.65739093,1.81,5.375,10.98247303,6.169333333
0.022436869,12.65739093,1.81,5.375,10.98247303,6.169666667
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.905
0.022436869,12.65739093,1.81,5.375,10.98247303,6.028666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.928
0.023016961,12.46193046,1.9175,5.5,10.98247303,8.375
0.023104619,12.46193046,1.905,5.5,11.52628874,8.584333333
0.02236943,12.65739093,1.8225,5.375,10.08550264,5.587666667
0.023016961,12.46193046,1.9175,5.5,10.98247303,6.967666667
0.022306204,12.26646999,2.0125,5.625,10.98247303,8.097333333
